row_id+O6G3A1:R6,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,address_city,address_state,region,product_id,category,sub_category,product_name,price,quantity,sales,cost,profit,returns,payment_mode,year,month,day_name
6160,CA-2019-161025,2019-03-12,09-12-2019,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,193.17,4,772.68,664.5047999999999,108.1752,False,Online,2019,3,Tuesday
5830,CA-2019-122063,2019-03-12,07-12-2019,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,Central,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,290.98,2,581.96,477.20720000000006,104.7528,False,Cards,2019,3,Tuesday
731,US-2019-150861,2019-03-12,06-12-2019,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",180.882,3,542.646,440.1462,102.4998,False,COD,2019,3,Tuesday
729,US-2019-150861,2019-03-12,06-12-2019,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",200.016,2,400.032,553.3776,-153.3456,False,Online,2019,3,Tuesday
4198,US-2019-161683,2019-03-12,08-12-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,98.704,4,394.816,301.0472,93.7688,False,Online,2019,3,Tuesday
7909,CA-2019-149762,2019-03-12,07-12-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,89.568,3,268.704,261.9864,6.7176,False,COD,2019,3,Tuesday
7912,CA-2019-149762,2019-03-12,07-12-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,2,205.666,217.764,-12.098,False,Online,2019,3,Tuesday
728,US-2019-150861,2019-03-12,06-12-2019,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,22.84,8,182.72,98.6688,84.0512,False,Online,2019,3,Tuesday
5427,CA-2019-153598,2019-03-12,06-12-2019,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,West,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,18.65,6,111.9,60.42600000000001,51.474,False,Online,2019,3,Tuesday
7911,CA-2019-149762,2019-03-12,07-12-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,West,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,16.24,3,48.72,41.412,7.308,False,Online,2019,3,Tuesday
730,US-2019-150861,2019-03-12,06-12-2019,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,3,33.63,23.541000000000004,10.089,False,Online,2019,3,Tuesday
5831,CA-2019-122063,2019-03-12,07-12-2019,Standard Class,MM-17920,Michael Moore,Consumer,United States,Richmond,Indiana,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",29.98,1,29.98,21.8854,8.0946,False,COD,2019,3,Tuesday
7910,CA-2019-149762,2019-03-12,07-12-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Morgan Hill,California,West,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,8,21.92,16.001600000000003,5.9184,False,Online,2019,3,Tuesday
4199,US-2019-161683,2019-03-12,08-12-2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",4.548,4,18.192,32.7456,-14.5536,False,Online,2019,3,Tuesday
732,US-2019-150861,2019-03-12,06-12-2019,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15,2,6.3,3.276,3.024,False,COD,2019,3,Tuesday
1534,CA-2019-139885,2019-04-12,08-12-2019,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,New York City,New York,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35.48,6,212.88,212.88,0.0,False,COD,2019,4,Friday
1228,CA-2019-126004,2019-04-12,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,96.93,2,193.86,182.2284,11.6316,False,COD,2019,4,Friday
1227,CA-2019-126004,2019-04-12,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,60.98,3,182.94,179.28119999999998,3.6588,False,Online,2019,4,Friday
1223,CA-2019-126004,2019-04-12,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93,3,113.79,93.3078,20.4822,False,Online,2019,4,Friday
5778,CA-2019-112060,2019-04-12,09-12-2019,Standard Class,KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,West,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85,1,104.85,54.52199999999999,50.328,False,COD,2019,4,Friday
1224,CA-2019-126004,2019-04-12,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,1,78.15,43.764,34.386,False,Online,2019,4,Friday
1226,CA-2019-126004,2019-04-12,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,10.14,4,40.56,20.6856,19.8744,False,COD,2019,4,Friday
5777,CA-2019-105277,2019-04-12,08-12-2019,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.176,3,15.528,9.705,5.823,False,Online,2019,4,Friday
1225,CA-2019-126004,2019-04-12,05-12-2019,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,1,1.728,1.1232,0.6048,False,Online,2019,4,Friday
150,CA-2019-114489,2019-05-12,09-12-2019,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",118.98,8,951.84,366.288,585.552,False,Online,2019,5,Sunday
5060,CA-2019-109722,2019-05-12,07-12-2019,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,South,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),349.99,2,699.98,503.9856,195.9944,False,COD,2019,5,Sunday
5061,CA-2019-109722,2019-05-12,07-12-2019,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,64.98,9,584.82,514.6416,70.1784,False,Online,2019,5,Sunday
3593,CA-2019-108434,2019-05-12,07-12-2019,Second Class,JG-15160,James Galang,Consumer,United States,New York City,New York,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",155.06,3,465.18,344.2332,120.9468,False,Online,2019,5,Sunday
14,CA-2019-161389,2019-05-12,10-12-2019,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,135.992,3,407.976,275.3838,132.5922,False,Online,2019,5,Sunday
148,CA-2019-114489,2019-05-12,09-12-2019,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,34.95,11,384.45,280.6485,103.8015,False,Online,2019,5,Sunday
3009,CA-2019-124772,2019-05-12,06-12-2019,First Class,JG-15160,James Galang,Consumer,United States,Murray,Kentucky,South,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,3,191.82,117.0102,74.8098,False,Online,2019,5,Sunday
151,CA-2019-114489,2019-05-12,09-12-2019,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,34.31,5,171.55,90.9215,80.6285,False,Online,2019,5,Sunday
149,CA-2019-114489,2019-05-12,09-12-2019,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,49.99,3,149.97,143.9712,5.9988,False,Online,2019,5,Sunday
9967,CA-2019-146374,2019-05-12,10-12-2019,Second Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,East,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",15.67,7,109.69,58.1357,51.5543,False,Online,2019,5,Sunday
4185,CA-2019-143749,2019-05-12,07-12-2019,First Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Franklin,Massachusetts,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,81.94,1,81.94,61.455,20.485,False,COD,2019,5,Sunday
4597,CA-2019-140564,2019-05-12,10-12-2019,Second Class,TC-21475,Tony Chapman,Home Office,United States,Washington,District of Columbia,East,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",4.24,8,33.92,20.6912,13.2288,False,Online,2019,5,Sunday
9965,CA-2019-146374,2019-05-12,10-12-2019,Second Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,13.4,1,13.4,6.968,6.432,False,Online,2019,5,Sunday
6872,CA-2019-145009,2019-05-12,08-12-2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Chicago,Illinois,Central,OFF-LA-10004853,Office Supplies,Labels,Avery 483,3.984,3,11.952,8.0676,3.8844,False,Online,2019,5,Sunday
9966,CA-2019-146374,2019-05-12,10-12-2019,Second Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,4.98,1,4.98,2.6394000000000006,2.3406,False,Online,2019,5,Sunday
8776,CA-2019-163636,2019-05-12,09-12-2019,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Chicago,Illinois,Central,OFF-AR-10001547,Office Supplies,Art,Newell 311,1.768,2,3.536,3.2266,0.3094,False,COD,2019,5,Sunday
8569,CA-2019-162390,2019-06-12,12-12-2019,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,138.392,7,968.744,653.9022,314.8418,False,COD,2019,6,Wednesday
8571,CA-2019-162390,2019-06-12,12-12-2019,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,239.992,2,479.984,389.987,89.997,False,COD,2019,6,Wednesday
9980,US-2019-103674,2019-06-12,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,31.248,14,437.472,284.3568,153.1152,False,COD,2019,6,Wednesday
2935,US-2019-169040,2019-06-12,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,TEC-PH-10002834,Technology,Phones,Google Nexus 5,143.992,3,431.976,404.9775,26.9985,False,COD,2019,6,Wednesday
9974,US-2019-103674,2019-06-12,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,54.392,5,271.96,244.764,27.196,False,Online,2019,6,Wednesday
9977,US-2019-103674,2019-06-12,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.792,2,249.584,218.386,31.198,False,Online,2019,6,Wednesday
2938,US-2019-169040,2019-06-12,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,35.440000000000005,7,248.08,131.4824,116.5976,False,Online,2019,6,Wednesday
8570,CA-2019-162390,2019-06-12,12-12-2019,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,17.104,13,222.352,144.5288,77.8232,False,Online,2019,6,Wednesday
2939,US-2019-169040,2019-06-12,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",37.94,5,189.7,100.54099999999998,89.159,False,Online,2019,6,Wednesday
2934,US-2019-169040,2019-06-12,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792,1,156.792,143.0727,13.7193,False,COD,2019,6,Wednesday
2940,US-2019-169040,2019-06-12,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,19.936,3,59.808,40.3704,19.4376,False,Online,2019,6,Wednesday
2937,US-2019-169040,2019-06-12,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,7,47.208,31.8654,15.3426,False,Online,2019,6,Wednesday
2936,US-2019-169040,2019-06-12,12-12-2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,1,35.89,19.7395,16.1505,False,COD,2019,6,Wednesday
1133,US-2019-114776,2019-06-12,07-12-2019,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,6.48,3,19.44,10.1088,9.3312,False,COD,2019,6,Wednesday
9975,US-2019-103674,2019-06-12,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,2.6700000000000004,7,18.69,13.4568,5.2332,False,Online,2019,6,Wednesday
9978,US-2019-103674,2019-06-12,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",1.98,7,13.86,13.86,0.0,False,Online,2019,6,Wednesday
9979,US-2019-103674,2019-06-12,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,3.344,4,13.376,8.694399999999998,4.6816,False,COD,2019,6,Wednesday
9976,US-2019-103674,2019-06-12,10-12-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,6.68,2,13.36,6.9472,6.4128,False,COD,2019,6,Wednesday
3481,CA-2019-131289,2019-08-12,14-12-2019,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,236.944,6,1421.664,1617.1428,-195.4788,False,Online,2019,8,Monday
36,CA-2019-117590,2019-08-12,10-12-2019,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,13.934857142857142,7,97.544,-25.9297,123.4737,False,Online,2019,8,Monday
9163,CA-2019-160108,2019-08-12,12-12-2019,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,226.67,3,680.01,503.2074,176.8026,False,COD,2019,8,Monday
9162,CA-2019-160108,2019-08-12,12-12-2019,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,Central,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",57.98,7,405.86,373.3912,32.4688,False,Online,2019,8,Monday
5591,CA-2019-115224,2019-08-12,11-12-2019,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,West,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,176.19,2,352.38,271.3326,81.0474,False,Online,2019,8,Monday
5747,CA-2019-113733,2019-08-12,12-12-2019,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.792,2,249.584,218.386,31.198,False,COD,2019,8,Monday
37,CA-2019-117590,2019-08-12,10-12-2019,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",38.184,5,190.92,338.883,-147.963,False,COD,2019,8,Monday
1299,CA-2019-134425,2019-08-12,12-12-2019,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,22.99,5,114.95,112.651,2.299,False,Online,2019,8,Monday
5748,CA-2019-113733,2019-08-12,12-12-2019,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,22.704,3,68.112,50.23259999999999,17.8794,False,Online,2019,8,Monday
3480,CA-2019-131289,2019-08-12,14-12-2019,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,6.48,7,45.36,23.5872,21.7728,False,Online,2019,8,Monday
5590,CA-2019-115224,2019-08-12,11-12-2019,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",11.35,3,34.05,24.516,9.534,False,Online,2019,8,Monday
5749,CA-2019-113733,2019-08-12,12-12-2019,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,5.52,3,16.56,19.044,-2.484,False,Online,2019,8,Monday
3104,CA-2019-124562,2019-08-12,12-12-2019,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1.851,7,12.957,22.4588,-9.5018,False,Online,2019,8,Monday
8441,CA-2019-158302,2019-08-12,12-12-2019,Second Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Ohio,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528,3,10.584,7.1442,3.4398,False,Online,2019,8,Monday
3479,CA-2019-131289,2019-08-12,14-12-2019,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,4.28,2,8.56,6.0776,2.4824,False,COD,2019,8,Monday
8555,CA-2019-102092,2019-09-12,11-12-2019,First Class,PM-18940,Paul MacIntyre,Consumer,United States,Springfield,Virginia,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",150.98,7,1056.86,898.3309999999999,158.529,False,Online,2019,9,Thursday
6711,CA-2019-149503,2019-09-12,12-12-2019,First Class,SP-20650,Stephanie Phelps,Corporate,United States,Stockton,California,West,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,8,273.92,174.62400000000002,99.296,False,COD,2019,9,Thursday
1313,CA-2019-141082,2019-09-12,13-12-2019,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,30.53,4,122.12,65.94480000000001,56.1752,False,COD,2019,9,Thursday
3258,US-2019-161844,2019-09-12,14-12-2019,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,26.658,3,79.974,109.2978,-29.3238,False,COD,2019,9,Thursday
3741,CA-2019-133340,2019-09-12,13-12-2019,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",61.929,1,61.929,38.53360000000001,23.3954,False,Online,2019,9,Thursday
23,CA-2019-137330,2019-09-12,13-12-2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.620000000000001,7,60.34,44.6516,15.6884,False,Online,2019,9,Thursday
3740,CA-2019-133340,2019-09-12,13-12-2019,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,29.99,2,59.98,34.7884,25.1916,False,COD,2019,9,Thursday
4752,CA-2019-159989,2019-09-12,13-12-2019,Standard Class,EB-13870,Emily Burns,Consumer,United States,Franklin,Tennessee,South,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,13.56,3,40.68,49.833,-9.153,False,Online,2019,9,Thursday
4980,US-2019-131114,2019-09-12,13-12-2019,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,6.856000000000001,3,20.568,19.0254,1.5426,False,Cards,2019,9,Thursday
22,CA-2019-137330,2019-09-12,13-12-2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,2.78,7,19.46,14.4004,5.0596,False,Online,2019,9,Thursday
4982,US-2019-131114,2019-09-12,13-12-2019,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,4.76,4,19.04,20.468,-1.428,False,Online,2019,9,Thursday
3739,CA-2019-133340,2019-09-12,13-12-2019,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,Central,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",10.9,1,10.9,7.848000000000001,3.052,False,Cards,2019,9,Thursday
2033,CA-2019-128923,2019-09-12,13-12-2019,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,4.696,2,9.392,6.104799999999999,3.2872,False,COD,2019,9,Thursday
2034,CA-2019-128923,2019-09-12,13-12-2019,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,9.328,8.5118,0.8162,False,Cards,2019,9,Thursday
4981,US-2019-131114,2019-09-12,13-12-2019,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,2.178,2,4.356,16.1172,-11.7612,False,Cards,2019,9,Thursday
1312,CA-2019-141082,2019-09-12,13-12-2019,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69,1,3.69,1.9557,1.7343,False,COD,2019,9,Thursday
3259,US-2019-161844,2019-09-12,14-12-2019,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1.473,2,2.946,5.0082,-2.0622,False,Cards,2019,9,Thursday
3940,US-2019-143448,2019-10-12,10-12-2019,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,284.98,5,1424.9,1068.6750000000002,356.225,False,COD,2019,10,Saturday
7618,CA-2019-144309,2019-10-12,16-12-2019,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Watertown,New York,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,135.99200000000002,5,679.96,458.97300000000007,220.987,False,Cards,2019,10,Saturday
254,CA-2019-146941,2019-10-12,13-12-2019,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,90.48,4,361.92,199.056,162.864,False,COD,2019,10,Saturday
250,CA-2019-154739,2019-10-12,15-12-2019,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",160.784,2,321.568,293.4308,28.1372,False,Online,2019,10,Saturday
2192,CA-2019-128412,2019-10-12,17-12-2019,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,51.184,3,153.552,101.7282,51.8238,False,Cards,2019,10,Saturday
2194,CA-2019-128412,2019-10-12,17-12-2019,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,30.98,4,123.92,68.156,55.764,False,COD,2019,10,Saturday
253,CA-2019-146941,2019-10-12,13-12-2019,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",13.43,6,80.58,58.0176,22.5624,False,Cards,2019,10,Saturday
